,code,name,lot_size,stock_type
531,HK.00598,中國外運,1000,STOCK
532,HK.00599,怡邦行控股,4000,STOCK
533,HK.00600,中國基建投資,2000,STOCK
534,HK.00601,權智(國際),10000,STOCK
535,HK.00602,佳華百貨控股,2500,STOCK
536,HK.00603,中油燃氣,20000,STOCK
537,HK.00604,深圳控股,2000,STOCK
538,HK.00605,中國金融投資管理,2000,STOCK
539,HK.00606,中國糧油控股,1000,STOCK
540,HK.00607,豐盛控股,2500,STOCK
541,HK.00608,達利國際,2000,STOCK
542,HK.00609,天德化工,4000,STOCK
543,HK.00610,惠記集團,2000,STOCK
544,HK.00611,中國核能科技,2000,STOCK
545,HK.00612,中國投資基金公司,8000,STOCK
546,HK.00613,渝港國際,2000,STOCK
547,HK.00616,高山企業,5000,STOCK
548,HK.00617,百利保控股,2000,STOCK
549,HK.00618,北大資源,2000,STOCK
550,HK.00619,南華金融,50000,STOCK
551,HK.00620,大唐西市,2000,STOCK
552,HK.00621,壇金礦業,10000,STOCK
553,HK.00622,威華達控股,3000,STOCK
554,HK.00623,中視金橋,1000,STOCK
555,HK.00626,大眾金融控股,2000,STOCK
556,HK.00627,佑威國際,20000,STOCK
557,HK.00628,華銀控股,2000,STOCK
558,HK.00629,悅達礦業,1000,STOCK
559,HK.00630,雋泰控股,10000,STOCK
560,HK.00631,三一國際,1000,STOCK
561,HK.00632,東方明珠石油,1000,STOCK
562,HK.00633,中國全通,2000,STOCK
563,HK.00635,彩星集團,2000,STOCK
564,HK.00636,嘉里物流,500,STOCK
565,HK.00637,利記,2000,STOCK
566,HK.00638,建溢集團,2000,STOCK
567,HK.00639,首鋼資源,2000,STOCK
568,HK.00640,星謙發展,4000,STOCK
569,HK.00641,恒天立信,2000,STOCK
570,HK.00643,恆富控股,10000,STOCK
571,HK.00645,安域亞洲,2000,STOCK
572,HK.00646,中國環保科技,8000,STOCK
573,HK.00647,JOYCE BOUTIQUE,2000,STOCK
574,HK.00648,中國華仁醫療,2500,STOCK
575,HK.00650,IDG能源,2000,STOCK
576,HK.00651,中海重工,5000,STOCK
577,HK.00653,卓悅控股,2000,STOCK
578,HK.00655,香港華人有限公司,2000,STOCK
579,HK.00656,復星國際,500,STOCK
580,HK.00657,環科國際,2000,STOCK
581,HK.00658,中國高速傳動,1000,STOCK
582,HK.00659,新創建集團,1000,STOCK
583,HK.00660,偉俊礦業集團,10000,STOCK
584,HK.00661,中國大冶有色金屬,2000,STOCK
585,HK.00662,亞洲金融,2000,STOCK
586,HK.00663,金山能源,1000,STOCK
587,HK.00665,海通國際,1000,STOCK
588,HK.00666,新工投資,20000,STOCK
589,HK.00668,東銀國際控股,2000,STOCK
590,HK.00669,創科實業,500,STOCK
591,HK.00670,中國東方航空股份,2000,STOCK
592,HK.00672,眾安房產,1000,STOCK
593,HK.00673,中國衛生控股,3000,STOCK
594,HK.00674,文化地標投資,4000,STOCK
595,HK.00675,堅寶國際,2000,STOCK
596,HK.00676,創信國際,2000,STOCK
597,HK.00677,金源米業,2000,STOCK
598,HK.00678,雲頂香港,1000,STOCK
599,HK.00679,亞洲聯網科技,10000,STOCK
600,HK.00680,南海控股,50000,STOCK
601,HK.00681,中民控股,2000,STOCK
602,HK.00682,超大現代,2000,STOCK
603,HK.00683,嘉里建設,500,STOCK
604,HK.00684,亞倫國際,2000,STOCK
605,HK.00685,世界華文媒體,1000,STOCK
606,HK.00686,聯合光伏,2000,STOCK
607,HK.00687,香港國際建投,2000,STOCK
608,HK.00688,中國海外發展,2000,STOCK
609,HK.00689,長盈集團(控股),15000,STOCK
610,HK.00690,聯康生物科技集團,20000,STOCK
611,HK.00691,山水水泥,1000,STOCK
612,HK.00692,中國家居,5000,STOCK
613,HK.00693,陳唱國際,3000,STOCK
614,HK.00694,北京首都機場股份,2000,STOCK
615,HK.00695,東吳水泥,2000,STOCK
616,HK.00696,中國民航信息網絡,1000,STOCK
617,HK.00697,首長國際,2000,STOCK
618,HK.00698,通達集團,10000,STOCK
619,HK.00699,神州租車,1000,STOCK
620,HK.00700,騰訊控股,100,STOCK
621,HK.00701,北海集團,2000,STOCK
622,HK.00702,中國油氣控股,5000,STOCK
623,HK.00703,佳景集團,6000,STOCK
624,HK.00704,和嘉資源,10000,STOCK
625,HK.00705,鼎和礦業,12000,STOCK
626,HK.00706,美麗中國控股,10000,STOCK
627,HK.00707,協盛協豐,2000,STOCK
628,HK.00708,恒大健康,5000,STOCK
629,HK.00709,佐丹奴國際,2000,STOCK
630,HK.00710,精電,1000,STOCK
631,HK.00711,亞洲聯合基建控股,2000,STOCK
632,HK.00712,卡姆丹克太陽能,2000,STOCK
633,HK.00713,世界(集團),2000,STOCK
634,HK.00715,中泛控股,2000,STOCK
635,HK.00716,勝獅貨櫃,2000,STOCK
636,HK.00717,英皇證券,6000,STOCK
637,HK.00718,太和控股,5000,STOCK
638,HK.00719,山東新華製藥股份,2000,STOCK
639,HK.00720,意達利控股,25000,STOCK
640,HK.00721,中國金融國際,10000,STOCK
641,HK.00722,聯合醫務,2000,STOCK
642,HK.00723,永保林業,60000,STOCK
643,HK.00724,瑞鑫國際集團,10000,STOCK
644,HK.00725,恆都集團,2000,STOCK
645,HK.00726,中民築友科技,20000,STOCK
646,HK.00727,皇冠環球集團,2000,STOCK
647,HK.00728,中國電信,2000,STOCK
648,HK.00729,五龍電動車,5000,STOCK
649,HK.00730,首長四方,1000,STOCK
650,HK.00731,森信紙業集團,2000,STOCK
651,HK.00732,信利國際,2000,STOCK
652,HK.00733,合富輝煌,2000,STOCK
653,HK.00735,中國電力新能源,500,STOCK
654,HK.00736,中國置業投資,3000,STOCK
655,HK.00737,合和公路基建,500,STOCK
656,HK.00738,萊爾斯丹,2000,STOCK
657,HK.00743,亞洲水泥(中國),500,STOCK
658,HK.00745,中國國家文化產業,10000,STOCK
659,HK.00746,理文化工,2000,STOCK
660,HK.00747,瀋陽公用發展股份,2000,STOCK
661,HK.00750,興業太陽能,1000,STOCK
662,HK.00751,創維數碼,2000,STOCK
663,HK.00752,筆克遠東,2000,STOCK
664,HK.00753,中國國航,2000,STOCK
665,HK.00754,合生創展集團,2000,STOCK
666,HK.00755,上海証大,5000,STOCK
667,HK.00756,天溢森美,4000,STOCK
668,HK.00757,陽光能源,1000,STOCK
669,HK.00758,莊勝百貨,2000,STOCK
670,HK.00759,CEC國際,2000,STOCK
671,HK.00760,新天地產集團,15000,STOCK
672,HK.00761,百營環球資源,2000,STOCK
673,HK.00762,中國聯通,2000,STOCK
674,HK.00763,中興通訊,200,STOCK
675,HK.00764,永恒策略,10000,STOCK
676,HK.00765,威發國際,2000,STOCK
677,HK.00766,中盈集團控股,5000,STOCK
678,HK.00767,太平洋實業,40000,STOCK
679,HK.00768,開明投資,2000,STOCK
680,HK.00769,中國稀土,2000,STOCK
681,HK.00770,滬光國際,1000,STOCK
682,HK.00771,自動系統,2000,STOCK
683,HK.00775,長江生命科技,2000,STOCK
684,HK.00776,帝國集團環球控股,1000,STOCK
685,HK.00777,網龍,500,STOCK
686,HK.00787,利標品牌,2000,STOCK
687,HK.00789,雅天妮,20000,STOCK
688,HK.00794,錦勝集團(控股),2000,STOCK
689,HK.00798,中電光谷,4000,STOCK
690,HK.00799,IGG,1000,STOCK
691,HK.00800,A8新媒體,2000,STOCK
692,HK.00801,金衛醫療,4000,STOCK
693,HK.00802,宏霸數碼,10000,STOCK
694,HK.00803,昌興國際,20000,STOCK
695,HK.00805,GLENCORE,100,STOCK
696,HK.00806,惠理集團,1000,STOCK
697,HK.00809,大成生化科技,2000,STOCK
698,HK.00810,中國互聯網投資,6000,STOCK
699,HK.00811,新華文軒,1000,STOCK
700,HK.00812,西證國際證券,2000,STOCK
701,HK.00813,世茂房地產,500,STOCK
702,HK.00814,北京京客隆,1000,STOCK
703,HK.00815,中國白銀集團,2000,STOCK
704,HK.00816,華電福新,2000,STOCK
705,HK.00817,中國金茂,2000,STOCK
706,HK.00818,高陽科技,3000,STOCK
707,HK.00819,天能動力,2000,STOCK
708,HK.00821,匯盈控股,4000,STOCK
709,HK.00822,嘉瑞國際,2000,STOCK
710,HK.00825,新世界百貨中國,1000,STOCK
711,HK.00826,天工國際,2000,STOCK
712,HK.00827,玖源集團,4000,STOCK
713,HK.00828,王朝酒業,2000,STOCK
714,HK.00829,神冠控股,2000,STOCK
715,HK.00830,遠東環球,2000,STOCK
716,HK.00831,利亞零售,2000,STOCK
717,HK.00832,建業地產,1000,STOCK
718,HK.00833,華訊,1000,STOCK
719,HK.00834,康大食品,4000,STOCK
720,HK.00835,亞洲煤業,10000,STOCK
721,HK.00836,華潤電力,2000,STOCK
722,HK.00837,譚木匠,2000,STOCK
723,HK.00838,億和控股,2000,STOCK
724,HK.00840,天業節水,2000,STOCK
725,HK.00841,木薯資源,2000,STOCK
726,HK.00842,理士國際,1000,STOCK
727,HK.00844,廣豪國際,4000,STOCK
728,HK.00845,恒盛地產,1000,STOCK
729,HK.00846,明發集團,1000,STOCK
730,HK.00847,哈薩克礦業—S,30,STOCK
731,HK.00848,茂業國際,1000,STOCK
732,HK.00850,投融長富,4000,STOCK
733,HK.00851,盛源控股,10000,STOCK
734,HK.00852,海峽石油化工,2000,STOCK
735,HK.00853,微創醫療,1000,STOCK
736,HK.00854,威雅利,1000,STOCK
737,HK.00855,中國水務,2000,STOCK
738,HK.00856,偉仕控股,2000,STOCK
739,HK.00857,中國石油股份,2000,STOCK
740,HK.00858,精優藥業,10000,STOCK
741,HK.00859,鎮科集團,2000,STOCK
742,HK.00860,奧立仕控股,12000,STOCK
743,HK.00861,神州控股,1000,STOCK
744,HK.00862,遠見控股,20000,STOCK
745,HK.00863,品牌中國,2000,STOCK
746,HK.00864,永利地產發展,4000,STOCK
747,HK.00865,建德國際控股,4000,STOCK
748,HK.00866,中國秦發,2000,STOCK
749,HK.00867,康哲藥業,1000,STOCK
750,HK.00868,信義玻璃,2000,STOCK
751,HK.00869,彩星玩具,4000,STOCK
752,HK.00871,中國疏浚環保,1000,STOCK
753,HK.00872,啟迪國際,2000,STOCK
754,HK.00873,中國泰豐床品,2000,STOCK
755,HK.00874,白雲山,2000,STOCK
756,HK.00875,中國金控,20000,STOCK
757,HK.00876,美加醫學,10000,STOCK
758,HK.00877,昂納科技集團,1000,STOCK
759,HK.00878,金朝陽集團,500,STOCK
760,HK.00880,澳博控股,1000,STOCK
761,HK.00881,中升控股,500,STOCK
762,HK.00882,天津發展,2000,STOCK
763,HK.00883,中國海洋石油,1000,STOCK
764,HK.00884,旭輝控股集團,2000,STOCK
765,HK.00885,仁天科技控股,10000,STOCK
766,HK.00886,銀基集團,3000,STOCK
767,HK.00887,英皇鐘錶珠寶,10000,STOCK
768,HK.00888,路訊通,2000,STOCK
769,HK.00889,連達科技控股,2000,STOCK
770,HK.00891,利邦,2000,STOCK
771,HK.00893,中國鐵鈦,1000,STOCK
772,HK.00894,萬裕科技,2000,STOCK
773,HK.00895,東江環保,200,STOCK
774,HK.00896,興勝創建,2000,STOCK
775,HK.00897,位元堂,5000,STOCK
776,HK.00898,萬事昌國際,2000,STOCK
777,HK.00899,亞洲資源,10000,STOCK
778,HK.00900,AEON信貸,2000,STOCK
779,HK.00901,鷹力投資,20000,STOCK
780,HK.00902,華能國際電力股份,2000,STOCK
781,HK.00903,冠捷科技,2000,STOCK
782,HK.00904,中綠,4000,STOCK
783,HK.00905,環球大通投資,16000,STOCK
784,HK.00906,中糧包裝,1000,STOCK
785,HK.00907,高雅光學,2000,STOCK
786,HK.00908,珠海控股投資,2000,STOCK
787,HK.00909,中大國際,2000,STOCK
788,HK.00910,中國三迪,12000,STOCK
789,HK.00911,前海健康,10000,STOCK
790,HK.00912,信佳國際,2000,STOCK
791,HK.00913,合一投資,10000,STOCK
792,HK.00914,安徽海螺水泥股份,500,STOCK
793,HK.00915,道和環球,1000,STOCK
794,HK.00916,龍源電力,1000,STOCK
795,HK.00918,第一德勝控股,2000,STOCK
796,HK.00919,現代美容,4000,STOCK
797,HK.00921,海信科龍,1000,STOCK
798,HK.00922,安賢園中國,20000,STOCK
799,HK.00923,綜合環保集團,2000,STOCK
800,HK.00925,北京建設,2000,STOCK
801,HK.00926,碧生源,1000,STOCK
802,HK.00927,富士高實業,2000,STOCK
803,HK.00928,野馬國際,4000,STOCK
804,HK.00929,國際精密,5000,STOCK
805,HK.00930,中國森林,2000,STOCK
806,HK.00931,中國天然氣,20000,STOCK
807,HK.00932,御藥堂,4000,STOCK
808,HK.00933,光匯石油,1000,STOCK
809,HK.00934,中石化冠德,2000,STOCK
810,HK.00935,龍翔集團,2000,STOCK
811,HK.00936,鵬程亞洲,10000,STOCK
812,HK.00938,民生國際,2000,STOCK
813,HK.00939,建設銀行,1000,STOCK
814,HK.00940,中國動物保健品,1000,STOCK
815,HK.00941,中國移動,500,STOCK
816,HK.00943,意科控股,8000,STOCK
817,HK.00945,宏利金融—S,100,STOCK
818,HK.00947,摩比發展,1000,STOCK
819,HK.00948,融達控股,2000,STOCK
820,HK.00950,李氏大藥廠,500,STOCK
821,HK.00951,超威動力,1000,STOCK
822,HK.00952,華富國際,10000,STOCK
823,HK.00953,邵氏兄弟控股,2000,STOCK
824,HK.00954,常茂生物,4000,STOCK
825,HK.00956,新天綠色能源,1000,STOCK
826,HK.00958,華能新能源,2000,STOCK
827,HK.00959,奧瑪仕國際,2000,STOCK
828,HK.00960,龍湖地產,500,STOCK
829,HK.00963,華熙生物科技,2500,STOCK
830,HK.00966,中國太平,200,STOCK
831,HK.00967,桑德國際,1000,STOCK
832,HK.00968,信義光能,2000,STOCK
833,HK.00969,華聯國際,2000,STOCK
834,HK.00970,耀萊集團,8000,STOCK
835,HK.00973,歐舒丹,250,STOCK
836,HK.00974,中國順客隆,1000,STOCK
837,HK.00975,蒙古焦煤,500,STOCK
838,HK.00976,齊合天地,2000,STOCK
839,HK.00978,招商局置地,2000,STOCK
840,HK.00979,綠色能源科技集團,2000,STOCK
841,HK.00980,聯華超市,1000,STOCK
842,HK.00981,中芯國際,500,STOCK
843,HK.00982,卓智控股,20000,STOCK
844,HK.00983,瑞安建業,2000,STOCK
845,HK.00984,永旺,500,STOCK
846,HK.00985,網智金控,8000,STOCK
847,HK.00986,中國環保能源,2000,STOCK
848,HK.00987,中國再生能源投資,2000,STOCK
849,HK.00988,樓東俊安資源,3000,STOCK
850,HK.00989,廣澤國際發展,5000,STOCK
851,HK.00990,榮暉國際,10000,STOCK
852,HK.00991,大唐發電,2000,STOCK
853,HK.00992,聯想集團,2000,STOCK
854,HK.00993,華融金控,1000,STOCK
855,HK.00995,安徽皖通高速公路,2000,STOCK
856,HK.00996,嘉年華國際,10000,STOCK
857,HK.00997,普匯中金國際,10000,STOCK
858,HK.00998,中信銀行,1000,STOCK
859,HK.00999,I.T,2000,STOCK
860,HK.01000,北青傳媒,500,STOCK
861,HK.01001,滬港聯合,2000,STOCK
862,HK.01002,威鋮國際,4000,STOCK
863,HK.01003,歡喜傳媒,10000,STOCK
864,HK.01004,中國智慧能源,2000,STOCK
865,HK.01005,美力時集團,2000,STOCK
866,HK.01006,長壽花食品,1000,STOCK
867,HK.01007,大慶乳業,1000,STOCK
868,HK.01008,貴聯控股,2000,STOCK
869,HK.01009,國際娛樂,2000,STOCK
870,HK.01010,太睿國際控股,2000,STOCK
871,HK.01011,泰凌醫藥,500,STOCK
872,HK.01013,偉俊集團控股,2000,STOCK
873,HK.01015,STOCK1015,1,STOCK
874,HK.01016,STOCK1016,1,STOCK
875,HK.01017,STOCK1017,1,STOCK
876,HK.01018,STOCK1018,1,STOCK
877,HK.01019,康宏環球,6000,STOCK
878,HK.01020,華耐控股,4000,STOCK
879,HK.01021,麥達斯控股—S,1000,STOCK
880,HK.01022,飛魚科技,1500,STOCK
881,HK.01023,時代集團控股,1000,STOCK
882,HK.01026,環球實業科技,10000,STOCK
883,HK.01027,中國集成控股,10000,STOCK
884,HK.01028,千百度,1000,STOCK
885,HK.01029,鐵貨,2000,STOCK
886,HK.01030,新城發展控股,2000,STOCK
887,HK.01031,金利豐金融,2000,STOCK
888,HK.01033,中石化油服,2000,STOCK
889,HK.01035,BBI生命科學,1500,STOCK
890,HK.01036,萬科置業海外,1000,STOCK
891,HK.01037,雲智匯科技,2000,STOCK
892,HK.01038,長江基建集團,1000,STOCK
893,HK.01039,鑫網易商,1000,STOCK
894,HK.01041,林達控股,10000,STOCK
895,HK.01043,光宇國際集團科技,2000,STOCK
896,HK.01044,恒安國際,500,STOCK
897,HK.01045,亞太衛星,500,STOCK
898,HK.01046,寰宇國際金融,5000,STOCK
899,HK.01047,毅興行,2000,STOCK
900,HK.01048,煜新控股,1000,STOCK
901,HK.01049,時富投資,6000,STOCK
902,HK.01050,嘉利國際,2000,STOCK
903,HK.01051,國際資源,3000,STOCK
904,HK.01052,越秀交通基建,2000,STOCK
905,HK.01053,重慶鋼鐵股份,2000,STOCK
906,HK.01055,中國南方航空股份,2000,STOCK
907,HK.01057,浙江世寶,2000,STOCK
908,HK.01058,粵海制革,2000,STOCK
909,HK.01059,看通集團,3000,STOCK
910,HK.01060,阿里影業,10000,STOCK
911,HK.01061,億勝生物科技,1000,STOCK
912,HK.01062,國開國際投資,10000,STOCK
913,HK.01063,新確科技,10000,STOCK
914,HK.01064,中華國際,5000,STOCK
915,HK.01065,天津創業環保股份,2000,STOCK
916,HK.01066,威高股份,4000,STOCK
917,HK.01068,雨潤食品,1000,STOCK
918,HK.01069,中國農林低碳,20000,STOCK
919,HK.01070,TCL多媒體,1000,STOCK
920,HK.01071,華電國際電力股份,2000,STOCK
921,HK.01072,東方電氣,200,STOCK
922,HK.01073,浩倫農科,2000,STOCK
923,HK.01075,首都信息,6000,STOCK
924,HK.01076,博華太平洋,20000,STOCK
925,HK.01079,松景科技,2000,STOCK
926,HK.01080,勝利管道,1500,STOCK
927,HK.01082,香港教育國際,8000,STOCK
928,HK.01083,港華燃氣,1000,STOCK
929,HK.01085,亨鑫科技,2000,STOCK
930,HK.01086,好孩子國際,1000,STOCK
931,HK.01087,威訊控股,1000,STOCK
932,HK.01088,中國神華,500,STOCK
933,HK.01089,樂遊科技控股,5000,STOCK
934,HK.01090,大明國際,2000,STOCK
935,HK.01091,中信大錳,1000,STOCK
936,HK.01093,石藥集團,2000,STOCK
937,HK.01094,中國公共採購,4000,STOCK
938,HK.01096,中能國際控股,2000,STOCK
939,HK.01097,有線寬頻,1000,STOCK
940,HK.01098,路勁基建,1000,STOCK
941,HK.01099,國藥控股,400,STOCK
942,HK.01100,飛達控股,2000,STOCK
943,HK.01101,華榮能源,2000,STOCK
944,HK.01102,環能國際,2000,STOCK
945,HK.01103,大生農業金融,8000,STOCK
946,HK.01104,亞太資源,20000,STOCK
947,HK.01105,星島,2000,STOCK
948,HK.01106,中國海景,20000,STOCK
949,HK.01107,當代置業,2000,STOCK
950,HK.01108,洛陽玻璃股份,2000,STOCK
951,HK.01109,華潤置地,2000,STOCK
952,HK.01110,金活醫藥集團,4000,STOCK
953,HK.01111,創興銀行,1000,STOCK
954,HK.01112,合生元,500,STOCK
955,HK.01113,長實地產,500,STOCK
956,HK.01114,華晨中國,2000,STOCK
957,HK.01115,西藏水資源,1000,STOCK
958,HK.01116,美亞控股,4000,STOCK
959,HK.01117,現代牧業,1000,STOCK
960,HK.01118,高力集團,10000,STOCK
961,HK.01120,雅視光學,2000,STOCK
962,HK.01121,寶峰時尚,2000,STOCK
963,HK.01122,慶鈴汽車股份,2000,STOCK
964,HK.01123,中港照相,2000,STOCK
965,HK.01124,沿海家園,2000,STOCK
966,HK.01125,麗豐控股,20000,STOCK
967,HK.01126,德林國際,2000,STOCK
968,HK.01127,匯星印刷,4000,STOCK
969,HK.01128,永利澳門,400,STOCK
970,HK.01129,中國水業集團,4000,STOCK
971,HK.01130,中國環境資源,4000,STOCK
972,HK.01131,鴻寶資源,5000,STOCK
973,HK.01132,橙天嘉禾,5000,STOCK
974,HK.01133,哈爾濱電氣,2000,STOCK
975,HK.01135,亞洲衛星,500,STOCK
976,HK.01136,台泥國際集團,2000,STOCK
977,HK.01137,香港電視,1000,STOCK
978,HK.01138,中遠海能,2000,STOCK
979,HK.01139,華多利集團,16000,STOCK
980,HK.01140,東英金融投資,4000,STOCK
981,HK.01141,天順證券,10000,STOCK
982,HK.01142,西伯利亞礦業,10000,STOCK
983,HK.01143,華夏健康產業,4000,STOCK
984,HK.01145,勇利航業,1000,STOCK
985,HK.01146,中國服飾控股,2000,STOCK
986,HK.01148,新晨動力,1000,STOCK
987,HK.01149,中國安芯,4000,STOCK
988,HK.01150,米蘭站,2000,STOCK
989,HK.01151,依利安達,500,STOCK
990,HK.01152,新融宇集團,2000,STOCK
991,HK.01155,星辰通信,1000,STOCK
992,HK.01157,中聯重科,200,STOCK
993,HK.01159,集美國際娛樂,500,STOCK
994,HK.01160,大唐投資國際,100000,STOCK
995,HK.01161,奧思集團,2000,STOCK
996,HK.01163,德金資源,10000,STOCK
997,HK.01164,中廣核礦業,5000,STOCK
998,HK.01165,順風清潔能源,2000,STOCK
999,HK.01166,星凱控股,20000,STOCK
1000,HK.01168,百仕達控股,2000,STOCK
1001,HK.01169,海爾電器,1000,STOCK
1002,HK.01170,信星集團,2000,STOCK
1003,HK.01171,兗州煤業股份,2000,STOCK
1004,HK.01172,勤達集團國際,20000,STOCK
1005,HK.01173,威高國際,20000,STOCK
1006,HK.01174,太平洋恩利,2000,STOCK
1007,HK.01175,鮮馳達控股,10000,STOCK
1008,HK.01176,珠光控股,2000,STOCK
1009,HK.01177,中國生物製藥,1000,STOCK
1010,HK.01178,共享經濟集團,10000,STOCK
1011,HK.01180,匯彩控股,4000,STOCK
1012,HK.01181,唐宮中國,2000,STOCK
1013,HK.01182,勝龍國際,10000,STOCK
1014,HK.01184,時捷集團,2000,STOCK
1015,HK.01185,中國航天萬源,2000,STOCK
1016,HK.01186,中國鐵建,500,STOCK
1017,HK.01187,漢唐國際控股,2000,STOCK
1018,HK.01188,正道集團,2000,STOCK
1019,HK.01189,珀麗酒店,10000,STOCK
1020,HK.01190,航標控股,2000,STOCK
1021,HK.01191,粵首環保,20000,STOCK
1022,HK.01192,泰山石化,20000,STOCK
1023,HK.01193,華潤燃氣,2000,STOCK
1024,HK.01194,麥盛資本,2000,STOCK
1025,HK.01195,京維集團,4000,STOCK
1026,HK.01196,偉祿集團,2000,STOCK
1027,HK.01197,中國恒石,2000,STOCK
1028,HK.01198,皇朝傢俬,2000,STOCK
1029,HK.01199,中遠海運港口,2000,STOCK
1030,HK.01200,美聯集團,2000,STOCK
1031,HK.01201,天臣控股,3000,STOCK
1032,HK.01202,成都普天電纜股份,2000,STOCK
1033,HK.01203,廣南(集團),2000,STOCK
1034,HK.01205,中信資源,2000,STOCK
1035,HK.01206,同方泰德,2000,STOCK
1036,HK.01207,上置集團,2000,STOCK
1037,HK.01208,五礦資源,4000,STOCK
1038,HK.01210,克莉絲汀,2000,STOCK
1039,HK.01211,比亞迪股份,500,STOCK
1040,HK.01212,利福國際,500,STOCK
1041,HK.01213,萬保剛集團,2000,STOCK
1042,HK.01215,開源控股,20000,STOCK
1043,HK.01217,中國創新投資,40000,STOCK
1044,HK.01218,永義國際,1000,STOCK
1045,HK.01219,天喔國際,1000,STOCK
1046,HK.01220,志道國際,30000,STOCK
1047,HK.01221,信和酒店,2000,STOCK
1048,HK.01222,宏安集團,20000,STOCK
1049,HK.01223,新灃集團,10000,STOCK
1050,HK.01224,中渝置地,1000,STOCK
1051,HK.01225,隆成金融,20000,STOCK
1052,HK.01226,中國投融資,10000,STOCK
1053,HK.01227,國盛投資,20000,STOCK
1054,HK.01228,奇峰國際,5000,STOCK
1055,HK.01229,南南資源,2000,STOCK
1056,HK.01230,雅士利國際,1000,STOCK
